연번,시도,시군구,위도,경도,섬이름,섬코드,육지b연결유무,여객선 유도선 운항여부,접안시설 보유,개발대상섬,성장촉진지역,특수상황지역,인구감소지역,먼섬특별법,2023년 총인구,증감률,증감량,2024년 총인구,2024년 세대,2024년 남자인구,2024년 여자인구,해안선 데이터 기준 면적(제곱키로미터),해안선길이(키로미터),지적도 기준 면적(제곱키로미터),읍면동사무소_본청,읍면동사무소 출장소 행정지원센터,경찰서,파출소,지구대,치안센터,해양경찰서,해경파출소,해경출장소,소방서,119안전센터,119지역대,우체국,NH농협은행,지역농축협,하나로마트,SH수협은행,수협 회원 조합,종합병원 시설 수,종합병원 병상 수,종합병원 의사 수,병원 시설 수,병원 병상 수,병원 의사 수,요양병원 시설 수,요양병원 병상 수,요양병원 의사 수,치과병원 시설 수,치과병원 병상 수,치과병원 의사 수,정신병원 시설 수,정신병원 병상 수,정신병원 의사 수,한방병원 시설 수,한방병원 병상 수,한방병원 의사 수,의원 시설 수,의원 병상 수,의원 의사 수,치과의원 시설 수,치과의원 병상 수,치과의원 의사 수,한의원 시설 수,한의원 병상 수,한의원 의사 수,보건소 시설 수,보건소 병상 수,보건소 의사 수,보건의료원 시설 수,보건의료원 병상 수,보건의료원 의사 수,보건지소 시설 수,보건지소 병상 수,보건지소 의사 수,보건진료소 시설 수,보건진료소 병상 수,보건진료소 의사 수,약국,어린이집 시설,어린이집 정원,어린이집 유아,어린이집 교직원,유치원 시설,유치원 학급,유치원 정원,유치원 유아,유치원 교직원,초등학교 시설,초등학교 학급,초등학교 학생,초등학교 교직원,중학교 시설,중학교 학급,중학교 학생,중학교 교직원,고등학교 시설,고등학교 학급,고등학교 학생,고등학교 교직원,초등학교 총 폐교,초등학교 매각폐교,초등학교 보유폐교,중학교 총 폐교,중학교 매각폐교,중학교 보유폐교,고등학교 총 폐교,고등학교 매각폐교,고등학교 보유폐교,상수도,지하수(관정),해수담수화시설,소규모급수시설,운반급수,빗물 저장,생수 배달,생활용수 기타,송전,디젤발전,태양광발전,풍력발전,전력공급 기타,acc_health_2020_mean,acc_health_2020_min,acc_health_2020_max,acc_health_2021_mean,acc_health_2021_min,acc_health_2021_max,acc_health_2022_mean,acc_health_2022_min,acc_health_2022_max,acc_health_2023_mean,acc_health_2023_min,acc_health_2023_max,acc_emergency_2020_mean,acc_emergency_2020_min,acc_emergency_2020_max,acc_emergency_2021_mean,acc_emergency_2021_min,acc_emergency_2021_max,acc_emergency_2022_mean,acc_emergency_2022_min,acc_emergency_2022_max,acc_emergency_2023_mean,acc_emergency_2023_min,acc_emergency_2023_max,acc_clinic_2020_mean,acc_clinic_2020_min,acc_clinic_2020_max,acc_clinic_2021_mean,acc_clinic_2021_min,acc_clinic_2021_max,acc_clinic_2022_mean,acc_clinic_2022_min,acc_clinic_2022_max,acc_clinic_2023_mean,acc_clinic_2023_min,acc_clinic_2023_max,grid_count,ferry_time_actual,최단소요_min,최단소요_max,총운항편수_편도,경유항로수,ferry_available,access_allnull,has_emergency_onisland,has_clinic_onisland,dist_main_km,sea_leg_min,sea_leg_source,land_leg_emergency_km,land_leg_clinic_km,land_leg_emergency_min,land_leg_clinic_min,Y_time_emergency,Y_time_clinic
138,전라남도,완도군,34.18141262,126.8879544,청산도,468901039,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,1888,▼4.1%,-78,1810,1092,913,897,33.3651,56.6603,32.5464,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,39,14,7,1,1,17,4,4,1,6,26,10,1,3,20,9,0,0,0,0,3,3,0,1,1,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,50.0,50.0,50.0,12.0,2.0,1,1,0,1,20.82051566426472,41.64103132852944,dist_based,3.124,4.481,4.686,6.7215,46.32703132852944,10.0
139,전라남도,완도군,34.20400353,126.8517667,장도(청산면),468901040,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,21,▼9.5%,-2,19,10,11,8,0.1881,4.108,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,16.538313032983613,33.076626065967226,dist_based,3.124,4.481,4.686,6.7215,37.762626065967225,39.79812606596722
140,전라남도,완도군,34.19604981,126.7604597,대모도,468901041,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,197,▼3.6%,-7,190,118,107,83,4.2724,15.6466,4.105,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,0,1,0,1,12.95412694378193,25.90825388756386,dist_based,3.124,4.481,4.686,6.7215,30.59425388756386,10.0
141,전라남도,완도군,34.22536395,126.7736983,소모도,468901042,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,24,▲8.3%,2,26,20,14,12,0.4104,3.6351,0.3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.0,75.0,75.0,4.0,1.0,1,1,0,0,10.389251313557818,20.778502627115635,dist_based,3.124,4.481,4.686,6.7215,25.464502627115635,27.500002627115634
142,전라남도,완도군,33.97895893,126.9229959,여서도,468901043,미연결,운항,보유,해당,해당,해당 없음,해당,해당,100,▼3.0%,-3,97,61,52,45,4.1765,12.4901,4.0767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,147.0,147.0,147.0,2.0,1.0,1,1,0,1,41.032795819683706,82.06559163936741,dist_based,3.124,4.481,4.686,6.7215,86.7515916393674,10.0
143,전라남도,완도군,34.14019244,126.6565019,소안도,468901044,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,2124,▼2.4%,-50,2074,1154,1031,1043,23.9662,62.7233,23.0329,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,39,13,5,1,3,53,31,12,1,6,89,12,1,4,41,10,0,0,0,0,4,4,0,0,0,0,1,1,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,45.0,45.0,45.0,26.0,3.0,1,1,0,1,17.856810879876654,35.71362175975331,dist_based,3.124,4.481,4.686,6.7215,40.39962175975331,10.0
144,전라남도,완도군,34.10465535,126.5944222,당사도,468901045,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,31,0.00%,0,31,22,16,15,1.5768,10.2113,1.4202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,45.0,45.0,45.0,4.0,1.0,1,1,0,0,21.830122350786844,43.66024470157369,dist_based,39.934,10.795,59.901,16.1925,103.56124470157368,59.85274470157368
145,전라남도,완도군,34.24135693,126.6086236,횡간도,468901046,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,102,▼2.0%,-2,100,71,45,55,3.5119,14.6704,3.2986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,47.0,30.0,64.0,42.0,2.0,1,1,0,1,8.30935342267772,16.61870684535544,dist_based,31.154,12.45,46.731,18.675,63.34970684535544,10.0
146,전라남도,완도군,34.2063662,126.6348286,구도,468901047,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,56,▲3.6%,2,58,30,31,27,0.2841,2.3622,0.2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,12.555983859910809,25.111967719821617,dist_based,31.154,12.45,46.731,18.675,71.84296771982162,43.78696771982162
147,전라남도,완도군,34.43660557,127.0525632,금당도,468901048,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,850,▼4.4%,-37,813,493,413,400,13.1652,40.0109,12.9095,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,1,15,2,3,1,1,17,5,4,1,6,26,11,1,2,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,90.0,90.0,90.0,24.0,2.0,1,1,0,1,4.947330999820553,9.894661999641103,dist_based,15.761,3.793,23.6415,5.689500000000001,33.5361619996411,10.0
148,전라남도,완도군,34.41800561,127.0809216,비견도,468901049,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,40,▼12.5%,-5,35,22,17,18,0.8416,9.5429,0.6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90.0,90.0,90.0,24.0,2.0,1,1,0,0,3.700193536492815,7.400387072985629,dist_based,15.761,3.793,23.6415,5.689500000000001,31.041887072985627,13.089887072985633
149,전라남도,완도군,34.41120606,127.1182892,허우도,468901050,미연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,10,0.00%,0,10,6,6,4,0.1437,2.3563,0.1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,○,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,0,0,2.9054284876364034,5.810856975272807,dist_based,14.743,2.947,22.1145,4.4205000000000005,27.925356975272805,10.231356975272806
150,전라남도,완도군,34.15236793,126.5468779,보길도,468901051,미연결,운항(연도된 섬에 여객선 운항),보유,해당,해당,해당 없음,해당,해당 없음,2491,▼2.6%,-64,2427,1215,1224,1203,33.6667,61.0895,33.0552,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,78,33,15,2,4,53,33,17,2,14,156,28,1,3,59,10,0,0,0,0,3,3,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,0,1,0,1,15.664721069091424,31.329442138182845,dist_based,39.934,10.795,59.901,16.1925,91.23044213818284,10.0
151,전라남도,완도군,34.13164755,126.5690244,예작도,468901052,미연결,운항(연도된 섬에 여객선 운항),보유,해당,해당,해당 없음,해당,해당 없음,42,▲2.4%,1,43,25,22,21,0.3176,3.7746,0.2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,18.337319917390545,36.67463983478109,dist_based,39.934,10.795,59.901,16.1925,96.57563983478109,52.867139834781085
152,전라남도,완도군,34.32326399,126.9832012,생일도,468901053,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,644,▼2.0%,-13,631,397,338,293,14.2621,27.4385,13.8612,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,17,6,4,1,7,23,11,1,2,7,5,0,0,0,0,2,2,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,35.0,35.0,35.0,10.0,2.0,1,1,0,1,9.062097876557091,18.124195753114183,dist_based,30.871,12.78,46.3065,19.17,64.43069575311418,10.0
153,전라남도,완도군,34.25462739,127.0113943,덕우도,468901054,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,108,0.00%,0,108,70,58,50,0.9046,7.4636,0.7487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,○,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100.0,100.0,100.0,2.0,1.0,1,1,0,1,17.566271716048973,35.13254343209795,dist_based,30.871,12.78,46.3065,19.17,81.43904343209795,10.0
154,전라남도,진도군,34.45923076,126.2426762,진도,469001001,연결,운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,25881,▼2.5%,-639,25242,14404,12443,12799,375.776,205.297,374.2979,6,0,1,6,0,1,0,1,0,1,2,4,6,2,11,9,0,2,0,0,0,2,173,10,1,74,2,0,0,0,0,0,0,0,0,0,15,144,15,7,0,8,5,0,5,1,8,3,0,0,0,5,8,8,8,0,0,12,10,651,289,86,11,19,327,173,69,9,84,888,143,6,33,507,81,3,29,485,96,21,17,4,1,0,1,0,0,0,○,X,X,X,○,X,X,X,○,X,X,X,X,4.405093401490345,0.141078404,14.52472147,4.125978620689655,0.246,11.486,4.12822275862069,0.246,11.486,4.037688275862069,0.256,12.634,12.782231156631724,0.501184698,29.7375347,12.750663448275862,0.496,27.815,12.750663448275862,0.496,27.815,12.63703724137931,0.486,27.759,6.107648131034483,0.07981,16.02181,5.9586496551724135,0.104,14.568,5.975912413793104,0.112,14.568,5.91134275862069,0.115,14.85,1450,,,,,,0,0,1,1,2.198261976412142,0.0,connected_0,6.692,6.416,10.038,9.624,10.038,8.867014137931035
155,전라남도,진도군,34.50917384,126.1655155,저도,469001002,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,37,▼5.4%,-2,35,31,27,8,0.1881,2.7025,0.1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55.0,55.0,55.0,8.0,2.0,1,1,0,0,4.320658805604479,8.641317611208958,dist_based,10.886,10.578,16.329,15.866999999999996,24.97031761120896,24.508317611208955
156,전라남도,진도군,34.41282195,126.3689708,금호도,469001003,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,64,▼6.3%,-4,60,36,29,31,0.5888,4.3283,0.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,0,1,0,0,3.1520306969902303,6.304061393980461,dist_based,20.946,12.438,31.419000000000004,18.657,37.72306139398047,24.96106139398046
157,전라남도,진도군,34.40733711,126.3548639,모도(의신면),469001004,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,73,0.00%,0,73,46,38,35,0.2823,3.8065,0.2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,2.6445657856867664,5.289131571373533,dist_based,17.737,9.229,26.6055,13.8435,31.89463157137353,19.13263157137353
158,전라남도,진도군,34.37930417,126.2941225,접도,469001005,연결,미운항,보유,해당 없음,해당,해당 없음,해당,해당 없음,309,▼3.2%,-10,299,174,164,135,4.6651,21.0264,4.4447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,3.6303591657142857,1.387482892,5.919102315,3.5045,1.484,5.743,3.5045,1.484,5.743,3.575357142857143,1.498,5.868,16.256853417142857,14.01397714,18.54559657,18.624642857142856,16.558,20.871,18.624642857142856,16.558,20.871,18.554214285714288,16.508,20.805,10.234597142857142,7.99172,12.52334,10.46107142857143,8.395,12.708,10.46107142857143,8.395,12.708,10.40392857142857,8.358,12.654,14,,,,,,0,0,0,0,1.1975360873358485,0.0,connected_0,20.889,12.738,31.3335,19.107,31.3335,19.107
159,전라남도,진도군,34.32944007,126.2984141,상구자도,469001006,미연결,미운항,미보유,해당,해당,해당 없음,해당,해당 없음,25,▼12.0%,-3,22,15,16,6,0.0881,2.7818,0.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,○,X,X,X,X,X,○,X,X,X,X,5.669093604,5.669093604,5.669093604,5.722,5.722,5.722,5.722,5.722,5.722,5.847,5.847,5.847,18.29558786,18.29558786,18.29558786,20.85,20.85,20.85,20.85,20.85,20.85,20.783,20.783,20.783,12.27333,12.27333,12.27333,12.686,12.686,12.686,12.686,12.686,12.686,12.633,12.633,12.633,1,,,,,,0,0,0,0,4.974138578310386,9.948277156620772,dist_based,20.889,12.738,31.3335,19.107,41.28177715662077,29.05527715662077
160,전라남도,진도군,34.32319673,126.2976671,하구자도,469001007,미연결,미운항,미보유,해당,해당,해당 없음,해당,해당 없음,16,▲18.8%,3,19,12,13,6,0.2024,3.2511,0.1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,○,X,X,X,X,X,○,X,X,X,X,5.669093604,5.669093604,5.669093604,5.722,5.722,5.722,5.722,5.722,5.722,5.847,5.847,5.847,18.29558786,18.29558786,18.29558786,20.85,20.85,20.85,20.85,20.85,20.85,20.783,20.783,20.783,12.27333,12.27333,12.27333,12.686,12.686,12.686,12.686,12.686,12.686,12.633,12.633,12.633,1,,,,,,0,0,0,0,5.50765703984454,11.01531407968908,dist_based,20.889,12.738,31.3335,19.107,42.34881407968908,30.12231407968908
161,전라남도,진도군,34.34797976,126.2138801,죽도(임회면),469001008,미연결,미운항,미보유,해당 없음,해당,해당 없음,해당,해당 없음,3,▲100.0%,3,6,4,5,1,0.0745,1.3944,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,○,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,0,0,2.843717592536542,5.687435185073084,dist_based,18.648,5.655,27.972,8.4825,33.659435185073086,14.169935185073085
162,전라남도,진도군,34.455946,126.097533,장도,469001009,미연결,미운항,보유,해당,해당,해당 없음,해당,해당 없음,2,▲50.0%,1,3,2,1,2,0.288,3.9961,0.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,○,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,147.0,147.0,147.0,2.0,1.0,1,1,0,0,2.0366546842205158,4.073309368441031,dist_based,23.714,7.907,35.571,11.8605,39.64430936844103,15.933809368441032
163,전라남도,진도군,34.23822321,126.0549761,관매도,469001010,미연결,운항,보유,해당,해당,해당 없음,해당,해당 없음,194,▼7.2%,-14,180,126,88,92,4.4528,23.5225,4.0485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,○,X,X,X,X,X,X,X,○,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,60.0,60.0,60.0,6.0,3.0,1,1,0,1,19.59270543909492,39.18541087818984,dist_based,18.648,5.655,27.972,8.4825,67.15741087818984,10.0
164,전라남도,진도군,34.23461709,125.940716,동거차도,469001011,미연결,운항,보유,해당,해당,해당 없음,해당,해당,119,▼4.2%,-5,114,68,55,59,2.7175,17.4188,2.6106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,180.0,180.0,180.0,4.0,2.0,1,1,0,1,26.117194698508754,52.23438939701751,dist_based,20.895,7.904,31.3425,11.856,83.57688939701751,10.0
165,전라남도,진도군,34.25405522,125.9106327,서거차도,469001012,미연결,운항,보유,해당,해당,해당 없음,해당,해당,98,0.00%,0,98,59,51,47,2.2148,14.7494,2.1292,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,○,X,X,X,X,X,X,X,X,○,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,180.0,180.0,180.0,6.0,3.0,1,1,0,1,27.170783499398656,54.34156699879731,dist_based,20.895,7.904,31.3425,11.856,85.6840669987973,10.0
